start_destination,end_destination,start_date,price,num_stops,airline_names,stop_cities,journey_duration,dep_time,dep_meridiem,arrival_time,arrival_meridiem
MUC,MIA,2023-08-01,$509,2 stops,"Vueling, TAP AIR PORTUGAL","BCN, LIS",23h 45m,8:55,pm,2:40,pm
MUC,MIA,2023-08-01,$773,1 stop,Delta,ATL,14h 10m,10:25,am,6:35,pm
MUC,MIA,2023-08-01,$784,1 stop,TAP AIR PORTUGAL,LIS,14h 35m,6:05,am,2:40,pm
MUC,MIA,2023-08-01,$637,1 stop,TAP AIR PORTUGAL,LIS,24h 40m,8:00,pm,2:40,pm
MUC,MIA,2023-08-01,$773,1 stop,Delta,ATL,18h 18m,10:25,am,10:43,pm
MUC,MIA,2023-08-01,$876,1 stop,Delta,ATL,16h 10m,10:25,am,8:35,pm
MUC,MIA,2023-08-01,$962,1 stop,Turkish Airlines,IST,16h 35m,7:25,pm,6:00,am
MUC,MIA,2023-08-01,$962,1 stop,Turkish Airlines,IST,18h 10m,7:15,am,7:25,pm
MUC,MIA,2023-08-01,$663,1 stop,LOT,WAW,28h 00m,7:35,pm,5:35,pm
MUC,MIA,2023-08-01,"$1,083",1 stop,Air Europa,MAD,14h 00m,10:45,am,6:45,pm
MUC,MIA,2023-08-01,$773,1 stop,Delta,ATL,20h 15m,10:25,am,12:40,am
MUC,MIA,2023-08-01,$880,1 stop,Air France,CDG,17h 05m,9:55,am,9:00,pm
MUC,MIA,2023-08-01,$880,1 stop,Air France,CDG,19h 45m,7:15,am,9:00,pm
MUC,MIA,2023-08-01,$968,1 stop,Delta,CDG,17h 05m,9:55,am,9:00,pm
MUC,MIA,2023-08-01,$987,2 stops,Delta,"AMS, CDG",15h 10m,11:50,am,9:00,pm
MUC,MIA,2023-08-01,$880,1 stop,Air France,CDG,19h 45m,7:15,am,9:00,pm
MUC,MIA,2023-08-01,$569,2 stops,"Lufthansa, TAP AIR PORTUGAL","LHR, LIS",26h 00m,6:40,pm,2:40,pm
MUC,MIA,2023-08-01,$987,2 stops,Delta,"AMS, CDG",15h 10m,11:50,am,9:00,pm
MUC,MIA,2023-08-01,$629,2 stops,"Lufthansa, TAP AIR PORTUGAL","CDG-ORY, LIS",22h 50m,9:50,pm,2:40,pm
MUC,MIA,2023-08-01,$911,1 stop,Turkish Airlines,IST,21h 40m,2:20,pm,6:00,am
MUC,MIA,2023-08-01,$614,2 stops,"Lufthansa, TAP AIR PORTUGAL","MAD, LIS",25h 10m,7:30,pm,2:40,pm
MUC,MIA,2023-08-01,$968,1 stop,Delta,CDG,17h 05m,9:55,am,9:00,pm
MUC,MIA,2023-08-01,$968,1 stop,Delta,CDG,19h 45m,7:15,am,9:00,pm
MUC,MIA,2023-08-01,"$1,265",1 stop,KLM,ATL,14h 10m,10:25,am,6:35,pm
MUC,MIA,2023-08-01,"$1,476",1 stop,Lufthansa,FRA,12h 45m,8:00,am,2:45,pm
MUC,MIA,2023-08-01,$607,2 stops,"Air Europa, TAP AIR PORTUGAL","MAD, LIS",25h 35m,7:05,pm,2:40,pm
MUC,MIA,2023-08-01,"$1,269",1 stop,Air France,CDG,14h 10m,9:55,am,6:05,pm
MUC,MIA,2023-08-01,"$1,476",1 stop,Lufthansa,FRA,13h 45m,7:00,am,2:45,pm
MUC,MIA,2023-08-01,$689,2 stops,LOT,"KRK, WAW",25h 35m,10:00,pm,5:35,pm
MUC,MIA,2023-08-01,"$1,265",1 stop,KLM,ATL,16h 10m,10:25,am,8:35,pm
MUC,MIA,2023-08-01,"$1,357",1 stop,Delta,CDG,14h 10m,9:55,am,6:05,pm
MUC,MIA,2023-08-01,$689,2 stops,LOT,"KRK, WAW",25h 35m,10:00,pm,5:35,pm
MUC,MIA,2023-08-01,"$1,083",2 stops,Delta,"AMS, JFK",17h 11m,11:50,am,11:01,pm
MUC,MIA,2023-08-01,"$1,484",1 stop,United Airlines,EWR,13h 40m,9:30,am,5:10,pm
MUC,MIA,2023-08-01,"$1,269",1 stop,Air France,CDG,16h 50m,7:15,am,6:05,pm
MUC,MIA,2023-08-01,$918,2 stops,"Icelandair, JetBlue","KEF, JFK",22h 38m,4:55,pm,9:33,am
MUC,MIA,2023-08-01,$987,2 stops,Delta,"AMS, CDG",20h 00m,7:00,am,9:00,pm
MUC,MIA,2023-08-01,"$1,475",1 stop,SWISS,ZRH,14h 10m,9:05,am,5:15,pm
MUC,MIA,2023-08-01,$987,2 stops,Delta,"AMS, CDG",20h 00m,7:00,am,9:00,pm
MUC,MIA,2023-08-01,"$1,357",1 stop,Delta,CDG,16h 50m,7:15,am,6:05,pm
MUC,MIA,2023-08-01,$987,2 stops,Delta,"AMS, CDG",20h 00m,7:00,am,9:00,pm
MUC,MIA,2023-08-01,$987,2 stops,Delta,"AMS, CDG",20h 00m,7:00,am,9:00,pm
MUC,MIA,2023-08-01,"$1,272",2 stops,KLM,"AMS, ATL",16h 35m,2:05,pm,12:40,am
MUC,MIA,2023-08-01,$987,2 stops,Delta,"AMS, CDG",20h 00m,7:00,am,9:00,pm
MUC,MIA,2023-08-01,$968,2 stops,Delta,"AMS, JFK",22h 01m,7:00,am,11:01,pm
MUC,MIA,2023-08-01,"$1,083",2 stops,Delta,"AMS, JFK",19h 36m,9:25,am,11:01,pm
MUC,MIA,2023-08-01,$556,2 stops,"easyJet, TAP AIR PORTUGAL","LGW-LHR, LIS",22h 45m,9:55,pm,2:40,pm
MUC,MIA,2023-08-01,$862,2 stops,TAP AIR PORTUGAL,"OPO, LIS",23h 10m,9:30,pm,2:40,pm
MUC,MIA,2023-08-01,$862,2 stops,TAP AIR PORTUGAL,"OPO, LIS",23h 10m,9:30,pm,2:40,pm
MUC,MIA,2023-08-01,"$1,269",2 stops,KLM,"AMS, ATL",17h 10m,9:25,am,8:35,pm
MUC,MIA,2023-08-01,"$1,278",2 stops,Air France,"CDG, DTW",17h 00m,7:15,am,6:15,pm
MUC,MIA,2023-08-01,"$1,272",2 stops,KLM,"AMS, JFK",17h 11m,11:50,am,11:01,pm
MUC,MIA,2023-08-01,"$1,269",2 stops,KLM,"AMS, DTW",17h 15m,7:00,am,6:15,pm
MUC,MIA,2023-08-01,$884,2 stops,Icelandair,"KEF, BOS",24h 36m,4:55,pm,11:31,am
MUC,MIA,2023-08-01,"$1,361",2 stops,Delta,"AMS, ATL",16h 35m,2:05,pm,12:40,am
MUC,MIA,2023-08-01,"$1,269",2 stops,KLM,"AMS, ATL",17h 35m,7:00,am,6:35,pm
MUC,MIA,2023-08-01,"$1,475",1 stop,SWISS,ZRH,15h 30m,7:45,am,5:15,pm
MUC,MIA,2023-08-01,$700,2 stops,"Lufthansa, TAP AIR PORTUGAL","DUS, LIS",24h 10m,8:30,pm,2:40,pm
MUC,MIA,2023-08-01,$675,2 stops,"Lufthansa, TAP AIR PORTUGAL","DUS, LIS",25h 10m,7:30,pm,2:40,pm
MUC,MIA,2023-08-01,$553,2 stops,"Lufthansa, TAP AIR PORTUGAL","LHR, LIS",27h 10m,5:30,pm,2:40,pm
MUC,MIA,2023-08-01,$595,3 stops,"Brussels Airlines, TAP AIR PORTUGAL","BRU, LHR, ...",25h 55m,6:45,pm,2:40,pm
MUC,MIA,2023-08-01,"$1,269",2 stops,KLM,"AMS, JFK",17h 58m,7:00,am,6:58,pm
MUC,MIA,2023-08-01,"$1,577",1 stop,"SWISS, Lufthansa",ZRH,14h 10m,9:05,am,5:15,pm
MUC,MIA,2023-08-01,"$1,362",2 stops,Delta,"CDG, DTW",17h 00m,7:15,am,6:15,pm
MUC,MIA,2023-08-01,"$1,357",2 stops,Delta,"AMS, ATL",17h 10m,9:25,am,8:35,pm
MUC,MIA,2023-08-01,$704,2 stops,"Lufthansa, TAP AIR PORTUGAL","AMS, LIS",24h 30m,8:10,pm,2:40,pm
MUC,MIA,2023-08-01,"$1,357",2 stops,Delta,"AMS, DTW",17h 15m,7:00,am,6:15,pm
MUC,MIA,2023-08-01,$911,1 stop,Turkish Airlines,IST,25h 30m,10:30,am,6:00,am
MUC,MIA,2023-08-01,$774,2 stops,LOT,"GDN, WAW",27h 25m,8:10,pm,5:35,pm
MUC,MIA,2023-08-01,$774,2 stops,LOT,"GDN, WAW",27h 25m,8:10,pm,5:35,pm
MUC,MIA,2023-08-01,"$1,479",1 stop,Lufthansa,EWR,16h 04m,9:30,am,7:34,pm
MUC,MIA,2023-08-01,"$1,479",1 stop,"Lufthansa, United Airlines",JFK-EWR,16h 11m,12:45,pm,10:56,pm
MUC,MIA,2023-08-01,$695,2 stops,"Lufthansa, TAP AIR PORTUGAL","FRA, LIS",23h 40m,9:00,pm,2:40,pm
MUC,MIA,2023-08-01,"$1,484",1 stop,United Airlines,EWR,16h 04m,9:30,am,7:34,pm
MUC,MIA,2023-08-01,"$1,376",2 stops,Delta,"AMS, CDG",17h 05m,7:00,am,6:05,pm
MUC,MIA,2023-08-02,$495,1 stop,TAP AIR PORTUGAL,LIS,14h 00m,1:35,pm,9:35,pm
MUC,MIA,2023-08-02,$604,1 stop,TAP AIR PORTUGAL,LIS,14h 35m,6:05,am,2:40,pm
MUC,MIA,2023-08-02,$895,1 stop,Lufthansa,FRA,11h 45m,9:00,am,2:45,pm
MUC,MIA,2023-08-02,$794,1 stop,Iberia,CLT,13h 31m,9:15,am,4:46,pm
MUC,MIA,2023-08-02,$773,1 stop,Delta,ATL,14h 10m,10:25,am,6:35,pm
MUC,MIA,2023-08-02,$660,1 stop,Air France,ATL,16h 10m,10:25,am,8:35,pm
MUC,MIA,2023-08-02,$663,1 stop,LOT,WAW,16h 35m,7:00,am,5:35,pm
MUC,MIA,2023-08-02,$773,1 stop,Delta,ATL,16h 10m,10:25,am,8:35,pm
MUC,MIA,2023-08-02,$854,1 stop,TAP AIR PORTUGAL,LIS,16h 15m,11:20,am,9:35,pm
MUC,MIA,2023-08-02,$777,1 stop,Air France,CDG,17h 05m,9:55,am,9:00,pm
MUC,MIA,2023-08-02,$582,2 stops,"Air Europa, TAP AIR PORTUGAL","MAD, LIS",16h 50m,10:45,am,9:35,pm
MUC,MIA,2023-08-02,$830,1 stop,"Lufthansa, TAP AIR PORTUGAL",LIS,14h 00m,1:35,pm,9:35,pm
MUC,MIA,2023-08-02,$997,1 stop,Air France,CDG,14h 10m,9:55,am,6:05,pm
MUC,MIA,2023-08-02,"$1,041",1 stop,Air Europa,MAD,14h 00m,10:45,am,6:45,pm
MUC,MIA,2023-08-02,$865,1 stop,Delta,CDG,17h 05m,9:55,am,9:00,pm
MUC,MIA,2023-08-02,$604,1 stop,TAP AIR PORTUGAL,LIS,21h 30m,6:05,am,9:35,pm
MUC,MIA,2023-08-02,$911,1 stop,Turkish Airlines,IST,17h 05m,6:55,pm,6:00,am
MUC,MIA,2023-08-02,$495,1 stop,TAP AIR PORTUGAL,LIS,24h 40m,8:00,pm,2:40,pm
MUC,MIA,2023-08-02,$987,2 stops,Delta,"AMS, CDG",15h 10m,11:50,am,9:00,pm
MUC,MIA,2023-08-02,$871,1 stop,"Lufthansa, TAP AIR PORTUGAL",LIS,14h 35m,6:05,am,2:40,pm
MUC,MIA,2023-08-02,$581,2 stops,"Lufthansa, TAP AIR PORTUGAL","LHR, LIS",18h 50m,8:45,am,9:35,pm
MUC,MIA,2023-08-02,$581,2 stops,"Lufthansa, TAP AIR PORTUGAL","LHR, LIS",18h 50m,8:45,am,9:35,pm
MUC,MIA,2023-08-02,$777,1 stop,Air France,CDG,19h 45m,7:15,am,9:00,pm
MUC,MIA,2023-08-02,$876,1 stop,Delta,ATL,18h 18m,10:25,am,10:43,pm
MUC,MIA,2023-08-02,$911,1 stop,Turkish Airlines,IST,18h 10m,7:15,am,7:25,pm
MUC,MIA,2023-08-02,$753,2 stops,"Air Europa, TAP AIR PORTUGAL","MAD, LIS",16h 50m,10:45,am,9:35,pm
MUC,MIA,2023-08-02,$773,1 stop,Delta,ATL,20h 15m,10:25,am,12:40,am
MUC,MIA,2023-08-02,$997,1 stop,Air France,CDG,16h 50m,7:15,am,6:05,pm
MUC,MIA,2023-08-02,$865,1 stop,Delta,CDG,19h 45m,7:15,am,9:00,pm
MUC,MIA,2023-08-02,$968,2 stops,Delta,"AMS, ATL",17h 35m,7:00,am,6:35,pm
MUC,MIA,2023-08-02,$581,2 stops,"Lufthansa, TAP AIR PORTUGAL","LHR, LIS",20h 20m,7:15,am,9:35,pm
